Date,Open,High,Low,Close,Adjusted Close,Volume,Start Date,End Date,President,House,Senate,Sector
2014-11-21,47.68,48.74,47.68,48.45,37.1502,23102661,2013-01-20,2015-01-19,Democratic,Republican,Democratic,Consumer Staples
2014-11-14,47.66,48.26,47.55,47.76,36.6211,27460655,2013-01-20,2015-01-19,Democratic,Republican,Democratic,Consumer Staples
2013-01-18,35.91,36.48,35.88,36.48,26.782,24515400,2011-01-20,2013-01-19,Democratic,Republican,Democratic,Consumer Staples
2013-01-11,35.7599,35.92,35.41,35.92,26.3708,18951600,2011-01-20,2013-01-19,Democratic,Republican,Democratic,Consumer Staples
2013-01-04,34.38,35.87,34.33,35.81,26.2901,41172800,2011-01-20,2013-01-19,Democratic,Republican,Democratic,Consumer Staples
2012-12-28,35.05,35.0901,34.45,34.45,25.2916,37555700,2011-01-20,2013-01-19,Democratic,Republican,Democratic,Consumer Staples
2012-12-21,36.04,36.13,34.94,35.17,25.8202,45468500,2011-01-20,2013-01-19,Democratic,Republican,Democratic,Consumer Staples
2012-12-14,36.1,36.445,35.92,35.96,26.105,24872800,2011-01-20,2013-01-19,Democratic,Republican,Democratic,Consumer Staples
2012-12-07,36.01,36.19,35.71,36.18,26.2647,29178100,2011-01-20,2013-01-19,Democratic,Republican,Democratic,Consumer Staples
2012-11-30,35.5,36.07,35.26,36.04,26.163,33973100,2011-01-20,2013-01-19,Democratic,Republican,Democratic,Consumer Staples
2012-11-23,34.59,35.675,34.59,35.67,25.8944,20881500,2011-01-20,2013-01-19,Democratic,Republican,Democratic,Consumer Staples
2012-11-16,34.6,34.85,33.96,34.41,24.9798,30265700,2011-01-20,2013-01-19,Democratic,Republican,Democratic,Consumer Staples
2011-01-14,28.98,29.37,28.93,29.33,20.2966,21280200,2009-01-20,2011-01-19,Democratic,Democratic,Democratic,Consumer Staples
2011-01-07,29.43,29.44,28.9526,29.0325,20.0908,25823900,2009-01-20,2011-01-19,Democratic,Democratic,Democratic,Consumer Staples
2010-12-31,29.34,29.4,29.23,29.31,20.2828,13418200,2009-01-20,2011-01-19,Democratic,Democratic,Democratic,Consumer Staples
2010-12-17,29.25,29.58,29.11,29.36,20.3174,30604800,2009-01-20,2011-01-19,Democratic,Democratic,Democratic,Consumer Staples
2010-12-10,28.76,29.24,28.739,29.14,19.9912,25106700,2009-01-20,2011-01-19,Democratic,Democratic,Democratic,Consumer Staples
2010-12-03,28.37,28.86,28.22,28.81,19.7648,34836100,2009-01-20,2011-01-19,Democratic,Democratic,Democratic,Consumer Staples
2010-11-26,28.69,28.82,28.41,28.5,19.5521,17342200,2009-01-20,2011-01-19,Democratic,Democratic,Democratic,Consumer Staples
2010-11-19,28.78,28.87,28.31,28.81,19.7648,28999100,2009-01-20,2011-01-19,Democratic,Democratic,Democratic,Consumer Staples
2010-11-12,29.04,29.07,28.61,28.71,19.6962,38565200,2009-01-20,2011-01-19,Democratic,Democratic,Democratic,Consumer Staples
2009-01-16,23.05,23.25,22.32,22.95,15.0405,33703900,2007-01-20,2009-01-19,Republican,Democratic,Democratic,Consumer Staples
2009-01-09,24.11,24.43,23.0,23.0,15.0733,31985100,2007-01-20,2009-01-19,Republican,Democratic,Democratic,Consumer Staples
2009-01-02,23.32,24.33,23.01,24.21,15.8663,11629500,2007-01-20,2009-01-19,Republican,Democratic,Democratic,Consumer Staples
2008-12-26,23.38,23.4794,22.97,23.32,15.283,13709300,2007-01-20,2009-01-19,Republican,Democratic,Democratic,Consumer Staples
2008-12-19,23.31,23.975,22.87,23.23,15.224,35996900,2007-01-20,2009-01-19,Republican,Democratic,Democratic,Consumer Staples
2008-12-12,24.48,24.48,22.622,23.14,15.0356,40585800,2007-01-20,2009-01-19,Republican,Democratic,Democratic,Consumer Staples
2008-12-05,23.59,23.87,22.46,23.7,15.3995,39815200,2007-01-20,2009-01-19,Republican,Democratic,Democratic,Consumer Staples
2008-11-28,23.32,24.14,22.82,24.07,15.6399,27928900,2007-01-20,2009-01-19,Republican,Democratic,Democratic,Consumer Staples
2008-11-21,23.32,23.92,21.4,22.99,14.9381,46426600,2007-01-20,2009-01-19,Republican,Democratic,Democratic,Consumer Staples
2008-11-14,24.73,24.73,22.54,23.48,15.2565,27758900,2007-01-20,2009-01-19,Republican,Democratic,Democratic,Consumer Staples
2007-01-19,26.5,26.6899,26.47,26.61,16.6444,4953300,2005-01-20,2007-01-19,Republican,Republican,Republican,Consumer Staples
2007-01-12,26.06,26.6,26.04,26.51,16.5819,7601800,2005-01-20,2007-01-19,Republican,Republican,Republican,Consumer Staples
2007-01-05,26.07,26.41,26.07,26.14,16.3504,4265200,2005-01-20,2007-01-19,Republican,Republican,Republican,Consumer Staples
2006-12-29,26.1,26.3,26.02,26.18,16.3755,3228800,2005-01-20,2007-01-19,Republican,Republican,Republican,Consumer Staples
2006-12-22,26.14,26.23,25.98,26.07,16.3067,5607100,2005-01-20,2007-01-19,Republican,Republican,Republican,Consumer Staples
2006-12-15,26.2,26.25,25.98,26.06,16.3004,8686100,2005-01-20,2007-01-19,Republican,Republican,Republican,Consumer Staples
2006-12-08,25.55,26.19,25.55,26.07,16.2246,5525100,2005-01-20,2007-01-19,Republican,Republican,Republican,Consumer Staples
2006-12-01,25.67,25.74,25.36,25.53,15.8885,7603500,2005-01-20,2007-01-19,Republican,Republican,Republican,Consumer Staples
2006-11-24,25.9,25.93,25.65,25.73,16.013,13397600,2005-01-20,2007-01-19,Republican,Republican,Republican,Consumer Staples
2006-11-17,25.49,25.99,25.41,25.89,16.1126,13782400,2005-01-20,2007-01-19,Republican,Republican,Republican,Consumer Staples
2006-11-10,25.4,25.75,25.4,25.55,15.901,5396200,2005-01-20,2007-01-19,Republican,Republican,Republican,Consumer Staples
2005-01-14,23.2,23.34,23.0,23.19,13.9407,2195100,2003-01-20,2005-01-19,Republican,Republican,Republican,Consumer Staples
2005-01-07,23.3,23.41,22.83,23.1,13.8866,5582200,2003-01-20,2005-01-19,Republican,Republican,Republican,Consumer Staples
2004-12-31,23.15,23.25,22.93,23.08,13.8746,1181600,2003-01-20,2005-01-19,Republican,Republican,Republican,Consumer Staples
2004-12-17,22.91,23.29,22.78,22.83,13.7243,5263400,2003-01-20,2005-01-19,Republican,Republican,Republican,Consumer Staples
2004-12-10,22.85,22.96,22.47,22.91,13.7152,1234200,2003-01-20,2005-01-19,Republican,Republican,Republican,Consumer Staples
2004-12-03,22.68,22.97,22.33,22.81,13.6553,9619500,2003-01-20,2005-01-19,Republican,Republican,Republican,Consumer Staples
2004-11-26,22.6,22.81,22.59,22.74,13.6134,967900,2003-01-20,2005-01-19,Republican,Republican,Republican,Consumer Staples
2004-11-19,22.97,23.06,22.61,22.65,13.5595,2913400,2003-01-20,2005-01-19,Republican,Republican,Republican,Consumer Staples
2004-11-12,22.7,22.99,22.61,22.97,13.7511,3002900,2003-01-20,2005-01-19,Republican,Republican,Republican,Consumer Staples
2003-01-17,20.35,20.68,20.25,20.5,11.9208,387300,2001-01-20,2003-01-19,Republican,Republican,Democratic,Consumer Staples
2003-01-10,20.28,20.46,20.0,20.41,11.8685,246300,2001-01-20,2003-01-19,Republican,Republican,Democratic,Consumer Staples
2003-01-03,19.9,20.42,19.72,20.3,11.8045,826900,2001-01-20,2003-01-19,Republican,Republican,Democratic,Consumer Staples
2002-12-27,20.05,20.25,19.81,19.9,11.5719,442500,2001-01-20,2003-01-19,Republican,Republican,Democratic,Consumer Staples
2002-12-20,20.18,20.3,19.77,20.01,11.6359,1370100,2001-01-20,2003-01-19,Republican,Republican,Democratic,Consumer Staples
2002-12-13,20.21,20.45,19.97,20.18,11.6733,272700,2001-01-20,2003-01-19,Republican,Republican,Democratic,Consumer Staples
2002-12-06,20.1,20.39,19.76,20.21,11.6907,1002800,2001-01-20,2003-01-19,Republican,Republican,Democratic,Consumer Staples
2002-11-29,20.15,20.15,19.73,19.99,11.5634,341800,2001-01-20,2003-01-19,Republican,Republican,Democratic,Consumer Staples
2002-11-22,20.4,20.59,20.02,20.09,11.6213,582600,2001-01-20,2003-01-19,Republican,Republican,Democratic,Consumer Staples
2002-11-15,20.3,20.38,19.6,20.33,11.7601,564900,2001-01-20,2003-01-19,Republican,Republican,Democratic,Consumer Staples
